Dept,Supplier Reference,Warehouse,Part Number,Physical inventory,Sub Location
MT,,MT-MAIN,NPT 1/8-27,1.00,
MT,,MT-MAIN,M12 X 1.25 GRIR2,5.00,HL3L27
MT,,MT-MAIN,M1.7 X 0.35 GPIP2,1.00,HL3L27
MT,,MT-MAIN,M5 X 0.8 GPWP2,4.00,HL3L27
MT,,MT-MAIN,M3 X 0.5 GP2,1.00,HL3L27
MT,,MT-MAIN,M2.5 X 0.45 GPWP2,4.00,HL3L27
MT,,MT-MAIN,M2.6 X 0.45 GPIP2,2.00,HL3L27
MT,,MT-MAIN,M3 X 0.5  GP2,1.00,HL3L27
MT,,MT-MAIN,M4 X 0.7  GP2,1.00,HL3L27
MT,,MT-MAIN,M5 X 0.8  GP2,1.00,HL3L27
MT,,MT-MAIN,M36 X 1.5 GRGF-GRNF6G,1.00,
MT,,MT-MAIN,M51 X 2.0 NRGF-NRNF6G,1.00,
MT,,MT-MAIN,M16 X 1.0 GPIP2,1.00,
MT,,MT-MAIN,M32 X 1.5 NW6G,1.00,
MT,,MT-MAIN,M100 X 2.0 GW2,1.00,
MT,,MT-MAIN,NO. 9/16-12 UNC GRIR2A,1.00,
MT,,MT-MAIN,NPTF 1/16-27,1.00,
MT,,MT-MAIN,NO. 1 X 5/8-12 UN GPIP2B,1.00,
MT,,MT-MAIN,M12 X 1.25 GPWP2,5.00,HL3L27
MT,,MT-MAIN,M6 X 1.0   GPWP2,1.00,A2R015
MT,,MT-MAIN,CPG M10 X 1.5 GP6H,2.00,HL3L27
MT,,MT-MAIN,M10 X 0.5 GPIP2,1.00,HL3L27
MT,,MT-MAIN,M5 X 0.7 GPIP2,1.00,
MT,,MT-MAIN,M32 X 1.5 GPWP2,3.00,HL3L27
MT,,MT-MAIN,M5 X 0.8 GP6H,50.00,HL3L27
MT,,MT-MAIN,NO. 7/8-20 UNEF GRWR2A,2.00,HL3L27
MT,,MT-MAIN,NO. 7/8-20 UNEF GRWR2A SPECIAL,1.00,HL3L27
MT,,MT-MAIN,NO. 7/8-20 UNEF GRIR2A SPECIAL,1.00,HL3L27
MT,,MT-MAIN,M10 X 1.0 GPWP2,3.00,HL3L27
MT,,MT-MAIN,M3 X 0.35 GPNP6H,10.00,HL3L27
MT,,MT-MAIN,NO. 1/4-20 UNC ANSI,2.00,HL3L27
MT,,MT-MAIN,NO. 3/8 - 16 UNC ANSI,2.00,HL3L27
MT,,MT-MAIN,"NO. 1/4-20 UNC ANSI, RING",2.00,HL3L27
MT,,MT-MAIN,"NO. 3/8-16 UNC ANSI, RING",2.00,HL3L27
MT,,MT-MAIN,"NO. 5/8-18 UNF ANSI, RING",2.00,HL3L27
MT,,MT-MAIN,NO. 5-50 UNS GPIP2B,1.00,HL3L27
MT,,MT-MAIN,M3 X 0.5 (GPWP2),1.00,HL3L27
MT,,MT-MAIN,"M2.5 * 0.40 GPNP6H,",1.00,HL3L27
MT,,MT-MAIN,M2.6 X 0.45 GPNP6H,1.00,HL3L27
MT,,MT-MAIN,NO. 3/4-16 UNF GP2B,3.00,HL3L27
MT,,MT-MAIN,M4 X 0.7 GP2 (+0.05),1.00,HL3L27
MT,,MT-MAIN,NO. 40 +0.016/+0.004,1.00,
MT,,MT-MAIN,NO. 40 +0.030 /+0.010,1.00,
MT,,MT-MAIN,NO. 34 +0.030/+0.015,1.00,
MT,,MT-MAIN,NO. 5.935 +0.0010/0 CARBIDE,1.00,
MT,,MT-MAIN,NO. 91,1.00,
MT,,MT-MAIN,NO. 93,1.00,
MT,,MT-MAIN,NO. 30.3 +0.07/+0.02,1.00,
MT,,MT-MAIN,NO. 14 +0.04/0,1.00,
MT,,MT-MAIN,NO. 30.000 X 30.025,1.00,HL3L27
MT,,MT-MAIN,M6 X 1.0 GRIR2 LH,1.00,
MT,,MT-MAIN,NO. 1-8 UNC WR2A,1.00,HL3L27
MT,,MT-MAIN,7/8-20UNEF GRIR2A SPECIAL,1.00,HL3L27
MT,,MT-MAIN,NO. 18 +0.027/0.006,1.00,
NC,,NC-MAIN,COOLANT SYSTEM,1.00,
NC,,NC-MAIN,3882-C030-11B0,1.00,HL2L09
NC,,NC-MAIN,3801-H050-1050,1.00,HL2L09
NC,,NC-MAIN,3883-C02A-SET,4.00,
NC,,NC-MAIN,3882-C030-3400,1.00,HL2L09
NC,,NC-MAIN,3882-C030-3600,1.00,HL2L09
NC,,NC-MAIN,3882-C030-3800,1.00,HL2L09
NC,,NC-MAIN,3882-C030-4001,1.00,HL2L09
NC,,NC-MAIN,3882-C030-546,4.00,HL2L09
NC,,NC-MAIN,3882-C030-519,20.00,HL2L09
NC,,NC-MAIN,MTA90-250 A-W-A-B,1.00,
NC,,NC-MAIN,LL-240,19.00,HL2L15
NC,,NC-MAIN,X9-60,1.00,HL2L15
NC,,NC-MAIN,S9-04,1.00,HL2L15
NC,,NC-MAIN,U1-02A,1.00,HL2L15
NC,,NC-MAIN,XX-911,2.00,HL2L15
NC,,NC-MAIN,X8-08-YY,1.00,HL2L15
NC,,NC-MAIN,X9-23,1.00,HL2L15
NC,,NC-MAIN,S8-44-VV,1.00,HL2L15
NC,,NC-MAIN,B0-23,1.00,HL2L15
NC,,NC-MAIN,B0-1LV,1.00,HL2L15
NC,,NC-MAIN,B0-22,1.00,HL2L15
NC,,NC-MAIN,B1A-21K,1.00,HL2L15
NC,,NC-MAIN,Q2-04 (40A),2.00,HL2L15
NC,,NC-MAIN,U1-05R1,1.00,HL2L15
NC,,NC-MAIN,A-5000-3712,5.00,
NC,,NC-MAIN,A-8014-0522,4.00,
NC,,NC-MAIN,A-8014-0521,4.00,
NC,,NC-MAIN,A-4013-0106,1.00,HL2L41
NC,,NC-MAIN,A-2197-0159,1.00,
NC,,NC-MAIN,A-5003-5171,7.00,
NC,,NC-MAIN,H-5475-8504-04-A,1.00,
NC,,NC-MAIN,SINO,5.00,MEZZANINE
NC,,NC-MAIN,BRAKE BLOCK,4.00,HL2L35
NC,,NC-MAIN,DRAW BAR R8 DRAW BAR M12*1.75M,10.00,HL2L35
NC,,NC-MAIN,COIL SPRING B178 CLOCK SPRING,1.00,HL2L35
NC,,NC-MAIN,STEEL WIRE CABLE,5.00,HL2L35
NC,,NC-MAIN,LUBRICATION PUMP,5.00,HL2L35
NC,,NC-MAIN,COOLANT TANK,2.00,
NC,,NC-MAIN,A-5475-0005,1.00,
NC,,NC-MAIN,BEARING BOX FOR LINEAR GUIDEWA,1.00,HL2L35
NC,,NC-MAIN,SLIDE WAY CHIP PROTECTION,1.00,HL2L35
NC,,NC-MAIN,HMEH-SW-001,10.00,HL2L35
NC,,NC-MAIN,GRINDING WHEEL,2.00,HL2L35
NC,,NC-MAIN,ER 20 SPR 2-3 AA,2.00,HL2L32
NC,,NC-MAIN,SLEEVE CHUCK 7.88,1.00,HL2L10
NC,,NC-MAIN,MB2515-36FDU,2.00,HL2L09
NC,,NC-MAIN,3185-Y082-1020,8.00,HL2L09
NC,,NC-MAIN,FEED FINGERS 6MM,1.00,HL2L09
NC,,NC-MAIN,FEED FINGERS 8MM,1.00,HL2L09
NC,,NC-MAIN,FEED FINGERS 10MM,1.00,HL2L09
NC,,NC-MAIN,3192-M011-1080,1.00,HL2L09
NC,,NC-MAIN,3262-M010-1301,2.00,HL2L09
NC,,NC-MAIN,2603-1192-1000,1.00,
NC,,NC-MAIN,2601-1147-0975,1.00,
NC,,NC-MAIN,2601-1147-0800,1.00,
NC,,NC-MAIN,FL-12100,1.00,HL2L11
NC,,NC-MAIN,3882-C030-07A0,1.00,HL2L09
NC,,NC-MAIN,3882-C030-14A0,1.00,HL2L09
NC,,NC-MAIN,2114H,6.00,HL2L9
NC,,NC-MAIN,2601-1192-0400,1.00,HL2L09
NC,,NC-MAIN,2601-1192-0500,1.00,HL2L09
NC,,NC-MAIN,2601-1192-0600,1.00,HL2L09
NC,,NC-MAIN,2601-1192-0800,1.00,HL2L09
NC,,NC-MAIN,2621-1147-0400,1.00,HL2L09
NC,,NC-MAIN,2621-1147-0500,1.00,HL2L09
NC,,NC-MAIN,2621-1147-0600,1.00,HL2L09
NC,,NC-MAIN,2621-1147-0800,1.00,HL2L09
NC,,NC-MAIN,E07-00080,2.00,HL2L09
NC,,NC-MAIN,3885-M020,1.00,HL2L09
NC,,NC-MAIN,SST 20-ECH7S-70,5.00,HL2L09
NC,,NC-MAIN,M13-00021,2.00,HL2L09
NC,,NC-MAIN,060-02025,1.00,HL2L09
NC,,NC-MAIN,M15-02860,3.00,HL2L09
NC,,NC-MAIN,M15-05620,2.00,HL2L09
NC,,NC-MAIN,3220-Z91131,1.00,HL2L09
NC,,NC-MAIN,3885-Q020-0100,2.00,HL2L09
NC,,NC-MAIN,E06-02110,3.00,HL2L09
NC,,NC-MAIN,J3082-041,1.00,
NC,,NC-MAIN,J3082-050,1.00,
NC,,NC-MAIN,IKUR-KE23W1-S100,2.00,HL2L09
NC,,NC-MAIN,3220-Y1754,1.00,HL2L09
NC,,NC-MAIN,3220-Y1751,2.00,HL2L09
NC,,NC-MAIN,M13-00020,1.00,HL2L09
NC,,NC-MAIN,3220-Y5240,1.00,HL2L09
NC,,NC-MAIN,M39-00020,2.00,HL2L09
NC,,NC-MAIN,3243-T020-0800,2.00,HL2L09
NC,,NC-MAIN,M22-00480,2.00,HL2L09
NC,,NC-MAIN,3D MODEL FOR VARIAXIS I-600,1.00,HL2L41
NC,,NC-MAIN,M13-00010,1.00,HL2L09
NC,,NC-MAIN,3215-M050-1402,2.00,HL2L09
NC,,NC-MAIN,M15-02880,1.00,HL2L09
NC,,NC-MAIN,PK510,1.00,HL2L09
NC,,NC-MAIN,#M15-02790,1.00,HL2L09
NC,,NC-MAIN,3224-Y114-0501,1.00,HL2L09
NC,,NC-MAIN,3224-Y114-0401,1.00,HL2L09
NC,,NC-MAIN,FO2542380,1.00,HL2L09
NC,,NC-MAIN,SN810540,2.00,HL2L09
NC,,NC-MAIN,#M15-02750,6.00,HL2L09
NC,,NC-MAIN,3262-M010-1302,4.00,HL2L09
NC,,NC-MAIN,2112H,6.00,HL2L9
NC,,NC-MAIN,2112.5H,6.00,HL2L9
NC,,NC-MAIN,2113H,6.00,HL2L9
NC,,NC-MAIN,TKC-MSC-17.0MM-BO325-ROUND,1.00,HL2L9
NC,,NC-MAIN,TKC-BSC-3.35MM BO125,2.00,HL2L9
NC,,NC-MAIN,TKC-MSC-9.0MM-B0123,3.00,HL2L9
NC,,NC-MAIN,TKC-MSC-7.5MM,2.00,HL2L9
NC,,NC-MAIN,TKC-BSC-6.0MM-BO125,2.00,HL2L9
NC,,NC-MAIN,TKC-MSC-6.0MM-B0125,1.00,HL2L9
NC,,NC-MAIN,TKC-BSC-9.0MM-BO125,1.00,HL2L9
NC,,NC-MAIN,TKC-GB-5.0MM-BO123,3.00,HL2L9
NC,,NC-MAIN,TKC-MSC-10.5MM-BO205,2.00,HL2L9
NC,,NC-MAIN,CA-CSB01,10.00,HL2L41
NC,,NC-MAIN,TKC-MSC-14.9MM-BO325-S,1.00,HL2L9
NC,,NC-MAIN,TKC-MSC-18.8MM-BO325-S,1.00,HL2L9
NC,,NC-MAIN,TKC-MSC-25.3MM-BO325-S,1.00,HL2L9
NC,,NC-MAIN,X054D209H11,6.00,
NC,,NC-MAIN,VK-6,14.00,
NC,,NC-MAIN,M132,1.00,
NC,,NC-MAIN,HTD-710-5M25,2.00,HL2L11
NC,,NC-MAIN,HTD-375-5M25,3.00,HL2L11
NC,,NC-MAIN,HTD-400-5M25,3.00,HL2L11
NC,,NC-MAIN,6205-S,1.00,
NC,,NC-MAIN,6204-S,1.00,
NC,,NC-MAIN,VJ-123 (R8-JT6),17.00,HL2L17
NC,,NC-MAIN,X054D881H03 (4MM),1.00,HL2L15
NC,,NC-MAIN,593489,3.00,
NC,,NC-MAIN,6-22( M-36),1.00,
NC,,NC-MAIN,4002-001,1.00,MEZZANINE
NC,,NC-MAIN,498132,1.00,
NC,,NC-MAIN,4075676,7.00,
NC,,NC-MAIN,VHL- 20F,3.00,HL2L12
NC,,NC-MAIN,HTD-880-8M20,4.00,HL2L10
NC,,NC-MAIN,HTD-560-8M20,7.00,HL2L10
NC,,NC-MAIN,BWC-70,8.00,HL2L17
NC,,NC-MAIN,RS0001,90.00,HL2L11
NC,,NC-MAIN,VK-8,12.00,
NC,,NC-MAIN,VLC-MT3A,14.00,HL2L17
NC,,NC-MAIN,4577425,2.00,
NC,,NC-MAIN,771-9108,2.00,HL2L11
NC,,NC-MAIN,B-205,30.00,
NC,,NC-MAIN,SPZ-1600,1.00,HL2L11
NC,,NC-MAIN,619-6955,2.00,
NC,,NC-MAIN,7588190,3.00,
NC,,NC-MAIN,HTD-920-8M,2.00,HL2L11
NC,,NC-MAIN,SY7440-5MOZ-X90,1.00,HL2L10
NC,,NC-MAIN,366-300,6.00,
NC,,NC-MAIN,394-9071,6.00,
NC,,NC-MAIN,329-799,6.00,
NC,,NC-MAIN,243-7202,1.00,
NC,,NC-MAIN,CNC-PAC-20KVA,1.00,
NC,,NC-MAIN,G-80,1.00,HL2L11
NC,,NC-MAIN,HBZ-U(N)20 P-5RT,36.00,MEZZANINE
NC,,NC-MAIN,DHM4000,1.00,
NC,,NC-MAIN,DCG5800,2.00,HL2L19
NC,,NC-MAIN,DEM7800,1.00,HL2L19
NC,,NC-MAIN,DJG6900,2.00,HL2L19
NC,,NC-MAIN,DAL0200,1.00,HL2L19
NC,,NC-MAIN,DK76700,1.00,HL2L19
NC,,NC-MAIN,DG88600,4.00,HL2L19
NC,,NC-MAIN,DC13500,1.00,HL2L19
NC,,NC-MAIN,DK13900,2.00,HL2L19
NC,,NC-MAIN,MDS-C1-V1-10-N,1.00,
NC,,NC-MAIN,A90L-0001-0552#A,1.00,HL2L11
NC,,NC-MAIN,MDS-D-SVJ3-07NA,2.00,HL2L19
NC,,NC-MAIN,MDS-EJH-V1-20,1.00,HL2L19
NC,,NC-MAIN,KS-7MB202A-P,1.00,HL2L19
NC,,NC-MAIN,MORLINA S2 BL 10,2.00,
NC,,NC-MAIN,TELLUS S2 MX 32,1.00,
NC,,NC-MAIN,DS02800,2.00,HL2L19
NC,,NC-MAIN,MATF800,1.00,HL2L19
NC,,NC-MAIN,DHY5200,28.00,
NC,,NC-MAIN,HC-SF52BK-S2,1.00,HL2L19
NC,,NC-MAIN,DEB5900,1.00,HL2L19
NC,,NC-MAIN,DL03800,1.00,HL2L19
NC,,NC-MAIN,DGY8500,1.00,HL2L19
NC,,NC-MAIN,DFF7200,1.00,HL2L19
NC,,NC-MAIN,LS DRO/BRACKET,20.00,MEZZANINE
NC,,NC-MAIN,DGH4900,4.00,HL2L19
NC,,NC-MAIN,DBC9800,5.00,HL2L19
NC,,NC-MAIN,MD45200,3.00,HL2L19
NC,,NC-MAIN,DAC4400,2.00,HL2L19
NC,,NC-MAIN,DU94900,2.00,HL2L19
NC,,NC-MAIN,DN71100,1.00,HL2L19
NC,,NC-MAIN,DA99900,1.00,HL2L19
NC,,NC-MAIN,FCU8-CF011-Y00,1.00,HL2L19
NC,,NC-MAIN,DEL9000,1.00,HL2L19
NC,,NC-MAIN,DT59000,4.00,HL2L19
NC,,NC-MAIN,DB28500,2.00,HL2L19
NC,,NC-MAIN,TELLUS S2 MX 100,1.00,
NC,,NC-MAIN,MAKS800,1.00,HL2L19
NC,,NC-MAIN,DHR1200,2.00,HL2L19
NC,,NC-MAIN,DFW3700,2.00,HL2L19
NC,,NC-MAIN,DFW4200,2.00,HL2L19
NC,,NC-MAIN,MDS-C1-V2-0505-NA,1.00,
NC,,NC-MAIN,51318003300,1.00,HL2L01
NC,,NC-MAIN,M212/4,2.00,
NC,,NC-MAIN,M400,2.00,
NC,,NC-MAIN,M215/4,6.00,
NC,,NC-MAIN,RES 50G,640.00,
NC,,NC-MAIN,HA-300NC-S,1.00,
NC,,NC-MAIN,529-433,1.00,
NC,,NC-MAIN,539-124,1.00,
NC,,NC-MAIN,539-278,8.00,
NC,,NC-MAIN,LIVE CENTER,2.00,HL2L03
NC,,NC-MAIN,MLU2700,2.00,HL2L18
NC,,NC-MAIN,VB-5R-650X5M,2.00,HL2L10
NC,,NC-MAIN,8 655 91 088,1.00,HL2L11
NC,,NC-MAIN,8 655 91 087,1.00,HL2L11
NC,,NC-MAIN,DDB6400,1.00,HL2L36
NC,,NC-MAIN,MLTC-MSC-7.9MM,1.00,
NC,,NC-MAIN,MLTC-MSC-10.5MMM,2.00,
NC,,NC-MAIN,MLTC-MSC-1/8INCH,1.00,
NC,,NC-MAIN,MLTC-MSC-1/16INCH,2.00,
NC,,NC-MAIN,MLTC-MSC-4.7MM,1.00,
NC,,NC-MAIN,MLTC-MSC-10.2MM,1.00,
NC,,NC-MAIN,MLTC-MSC-6.5MM,1.00,
NC,,NC-MAIN,MLTC-GB-7.9MM,2.00,
NC,,NC-MAIN,MLTC-GB-10.0MM,3.00,
NC,,NC-MAIN,MLTC-GB-10.5MM,2.00,
NC,,NC-MAIN,MLTC-GB-1/2INCH,1.00,
NC,,NC-MAIN,MLTC-GB-1/4INCH,2.00,
NC,,NC-MAIN,MLTC-GB-1/8INCH,2.00,
NC,,NC-MAIN,MLTC-GB-1/16INCH,2.00,
NC,,NC-MAIN,MLTC-GB-4.7MM,1.00,
NC,,NC-MAIN,MLTC-GB-10.2MM,1.00,
NC,,NC-MAIN,MLTC-GB-6.5MM,1.00,
NC,,NC-MAIN,MLTC-BSC-2.2MM,1.00,HL2L08
NC,,NC-MAIN,MLTC-BSC-2.5MM,1.00,HL2L08
NC,,NC-MAIN,MLTC-BSC-3.2MM,1.00,HL2L08
NC,,NC-MAIN,MLTC-BSC-3.4MM,1.00,HL2L08
NC,,NC-MAIN,MLTC-BSC-4.0MM,2.00,HL2L08
NC,,NC-MAIN,MLTC-FG-7.9MM,1.00,HL2L08
NC,,NC-MAIN,MLTC-FG-10.0MM,2.00,HL2L08
NC,,NC-MAIN,MLTC-FG-10.5MM,2.00,HL2L08
NC,,NC-MAIN,MLTC-FG-1/8INCH,2.00,HL2L08
NC,,NC-MAIN,MLTC-FG-1/16INCH,2.00,HL2L08
NC,,NC-MAIN,MLTC-FG-10.2MM,1.00,HL2L08
NC,,NC-MAIN,MLTC-FG-6.5MM,1.00,HL2L08
NC,,NC-MAIN,MLTC-MSC-4.0MM-BO205II,2.00,
NC,,NC-MAIN,MLTC-GB-4.0MM-BO205II,2.00,
NC,,NC-MAIN,MLTC-GB-6.0MM,1.00,
NC,,NC-MAIN,MLTC-BSC-14.0MM,1.00,HL2L08
NC,,NC-MAIN,MLTC-FG-4.0MM,4.00,HL2L08
NC,,NC-MAIN,MLTC-FG-5.0MM,3.00,HL2L08
NC,,NC-MAIN,MLTC-FG-6.0MM,1.00,HL2L08
NC,,NC-MAIN,MLTC-FG-14.0MM,1.00,HL2L08
NC,,NC-MAIN,MLTC-FG-4.7MM,1.00,HL2L08
NC,,NC-MAIN,MLTC-FG-3.0MM,2.00,HL2L08
NC,,NC-MAIN,DCA6700,1.00,HL2L19
NC,,NC-MAIN,DCP9300,1.00,HL2L18
NC,,NC-MAIN,VB-1090X11M,1.00,HL2L10
NC,,NC-MAIN,MLTC-GB-6.0MM BO123,1.00,
NC,,NC-MAIN,FTC-SP001,1.00,HL2L13
NC,,NC-MAIN,DCN4400,2.00,HL2L18
NC,,NC-MAIN,DDN7900,1.00,
NC,,NC-MAIN,MLTC-BSC-1/4INCH-BO205,1.00,HL2L08
NC,,NC-MAIN,DA95400,20.00,HL2L18
NC,,NC-MAIN,MLTC-MSC-12.0MM-BO123,1.00,
NC,,NC-MAIN,MLTC-MSC-12.07MM-BO205,1.00,
NC,,NC-MAIN,MLTC-MSC-2.0MM-BO125,2.00,
NC,,NC-MAIN,DFW3500,3.00,HL2L18
NC,,NC-MAIN,DFW4000,5.00,HL2L18
NC,,NC-MAIN,174-183E,6.00,HL2L36
NC,,NC-MAIN,DU93900,1.00,HL2L18
NC,,NC-MAIN,DCN7000,1.00,HL2L18
NC,,NC-MAIN,MLTC-FG-5.0MM-BO203,5.00,HL2L08
NC,,NC-MAIN,MLTC-FC-4.2MM,3.00,HL2L08
NC,,NC-MAIN,MLTC-BSC-10.0MM-LN-BO205,1.00,HL2L08
NC,,NC-MAIN,DDN5400,1.00,HL2L18
NC,,NC-MAIN,539-806,1.00,
NC,,NC-MAIN,DU89200,1.00,HL2L18
NC,,NC-MAIN,MLTC-GB-4.180MM-BO123,3.00,
NC,,NC-MAIN,OGM-LATHE DOG 4-8,3.00,HL2L10
NC,,NC-MAIN,MLTC-SC-38.0MM,2.00,HL2L08
NC,,NC-MAIN,MLTC-CC-10.0MM,1.00,HL2L08
NC,,NC-MAIN,MLTC-BSC-5.0MM (STEEL),3.00,HL2L08
NC,,NC-MAIN,MLTC-MSC-3.5MM (STEEL),2.00,
NC,,NC-MAIN,MLTC-GB-5.5MM-BO123,1.00,
NC,,NC-MAIN,FX-A401,1.00,HL2L10
NC,,NC-MAIN,539-817,9.00,
NC,,NC-MAIN,539-814R,1.00,
NC,,NC-MAIN,539-807R,11.00,
NC,,NC-MAIN,50.50.100 - HYP-R1S,2.00,
NC,,NC-MAIN,MLTC-MSCC-10.0MM-BO205-II,1.00,HL2L13
NC,,NC-MAIN,IND. 4 JAW CHUCK - 500MM,1.00,
NC,,NC-MAIN,MA-A81,3.00,HL2L08
NC,,NC-MAIN,4407-06030100,4.00,HL2L06
NC,,NC-MAIN,33T-024,1.00,HL2L08
NC,,NC-MAIN,33T-026,1.00,HL2L08
NC,,NC-MAIN,33T-103,1.00,HL2L08
NC,,NC-MAIN,64420,1.00,MEZZANINE
NC,,NC-MAIN,V-82229,1.00,HL2L17
NC,,NC-MAIN,HJ-06,4.00,HL2L17
NC,,NC-MAIN,P-1000,10.00,MEZZANINE
NC,,NC-MAIN,J-L02,4.00,HL2L17
NC,,NC-MAIN,VQ-108,11.00,HL2L39
NC,,NC-MAIN,E20-16-K,21.00,HL2L16
NC,,NC-MAIN,E40-12,26.00,HL2L16
NC,,NC-MAIN,C12D 110V,4.00,HL2L08
NC,,NC-MAIN,OCT-ET-Ø0.8 X 300,1.00,HL2L10
NC,,NC-MAIN,VLC-MT4A,15.00,HL2L17
NC,,NC-MAIN,7212-12100001,2.00,HL2L07
NC,,NC-MAIN,E32-8,18.00,HL2L16
NC,,NC-MAIN,E32-10,18.00,HL2L16
NC,,NC-MAIN,E32-12,18.00,HL2L16
NC,,NC-MAIN,E32-25-K,28.00,HL2L16
NC,,NC-MAIN,V-TDT,1.00,HL2L17
NC,,NC-MAIN,ZGC0005336,3.00,HL2L14
NC,,NC-MAIN,VSC-6A-FB,2.00,MEZZANINE
NC,,NC-MAIN,INT-16-NT40; 3/16,4.00,HL2L17
NC,,NC-MAIN,VQC-160H,1.00,MEZZANINE
NC,,NC-MAIN,CK-12A,21.00,MEZZANINE
NC,,NC-MAIN,EL243D,8.00,HL2L12
NC,,NC-MAIN,0405-00142000,2.00,HL2L05
NC,,NC-MAIN,VLC-MT5A,15.00,HL2L17
NC,,NC-MAIN,MT07000216,1.00,HL2L14
NC,,NC-MAIN,E40-8,33.00,HL2L16
NC,,NC-MAIN,E40-10,31.00,HL2L16
NC,,NC-MAIN,E40-16-K,24.00,HL2L16
NC,,NC-MAIN,E40-20-K,27.00,HL2L16
NC,,NC-MAIN,E40-25-K,26.00,HL2L16
NC,,NC-MAIN,E40-32-K,15.00,HL2L16
NC,,NC-MAIN,S-1,1.00,HL2L17
NC,,NC-MAIN,CL-01A,1.00,HL2L17
NC,,NC-MAIN,VSC-6A,1.00,MEZZANINE
NC,,NC-MAIN,OCT-ET-Ø0.9X400MM,20.00,HL2L10
NC,,NC-MAIN,103AC1006005ZZ,1.00,HL2L10
NC,,NC-MAIN,6000-02800010,3.00,
NC,,NC-MAIN,CTS-001,1.00,HL2L14
NC,,NC-MAIN,K-187536,1.00,HL2L13
NC,,NC-MAIN,K-MA020029,1.00,
NC,,NC-MAIN,K-MB16-30TAC62B,4.00,
NC,,NC-MAIN,K-MK01-JTAP06X10,5.00,
NC,,NC-MAIN,K-MT010002,1.00,
NC,,NC-MAIN,K-MT040051,3.00,HL2L14
NC,,NC-MAIN,K-ML14000120,1.00,HL2L14
NC,,NC-MAIN,K-E42235,3.00,
NC,,NC-MAIN,K-E42044,2.00,
NC,,NC-MAIN,K-E42288,1.00,
NC,,NC-MAIN,K-EP88000014,2.00,HL2L13
NC,,NC-MAIN,K-MA010069,1.00,
NC,,NC-MAIN,K-MA010070,1.00,
NC,,NC-MAIN,K-MA010078,1.00,HL2L14
NC,,NC-MAIN,K-MA020020,1.00,
NC,,NC-MAIN,K-ML04-6X1600,3.00,
NC,,NC-MAIN,K-ML04-6X3500,2.00,HL2L14
NC,,NC-MAIN,K-MT01-8YUX976,2.00,HL2L13
NC,,NC-MAIN,K-E42411,3.00,
NC,,NC-MAIN,K-EB08000145,17.00,HL2L14
NC,,NC-MAIN,K-ZGC0004814,5.00,
NC,,NC-MAIN,OCT-ET-Ø0.5X400MM 20PCS/TUBE,1.00,HL2L10
NC,,NC-MAIN,OCT-ET-Ø1.2X400MM 20PCS/TUBE,5.00,HL2L10
NC,,NC-MAIN,VLC-113,1.00,HL2L17
NC,,NC-MAIN,2OCT0032,1.00,HL2L10
NC,,NC-MAIN,VLC-213,1.00,HL2L17
NC,,NC-MAIN,OSM-001,4.00,HL2L11
NC,,NC-MAIN,E50-16,2.00,HL2L16
NC,,NC-MAIN,E50-25,2.00,HL2L16
NC,,NC-MAIN,E50-32-K,11.00,HL2L16
NC,,NC-MAIN,E50-40-K,11.00,HL2L16
NC,,NC-MAIN,HJ-08,11.00,HL2L17
NC,,NC-MAIN,VLC-114,2.00,MEZZANINE
NC,,NC-MAIN,VLC-115,1.00,HL2L17
NC,,NC-MAIN,INT-13-MT4,11.00,HL2L17
NC,,NC-MAIN,18HA-022,1.00,HL2L08
NC,,NC-MAIN,INT-13-MT3,1.00,HL2L17
NC,,NC-MAIN,VG-816,1.00,MEZZANINE
NC,,NC-MAIN,J-C01,2.00,HL2L17
NC,,NC-MAIN,V-16000,3.00,HL2L17
NC,,NC-MAIN,VMP23-SP001,1.00,HL2L13
NC,,NC-MAIN,ZGC0005262,8.00,
NC,,NC-MAIN,ZGC0004354,8.00,
NC,,NC-MAIN,ZGC0005263,10.00,
NC,,NC-MAIN,ZGC0006089,10.00,
NC,,NC-MAIN,ZGC0006531,2.00,
NC,,NC-MAIN,ZGC0005264,2.00,
NC,,NC-MAIN,MA020028,2.00,HL2L14
NC,,NC-MAIN,899999,3.00,HL2L10
NC,,NC-MAIN,E08157,2.00,
NC,,NC-MAIN,E20-8,20.00,HL2L16
NC,,NC-MAIN,E20-10,18.00,HL2L16
NC,,NC-MAIN,E20-12-K,18.00,HL2L16
NC,,NC-MAIN,TS-135-MT3,1.00,MEZZANINE
NC,,NC-MAIN,DS-RA-AB001,1.00,
NC,,NC-MAIN,FMB22,1.00,HL2L12
NC,,NC-MAIN,MA01000091,1.00,HL2L14
NC,,NC-MAIN,EB34000134,1.00,HL2L14
NC,,NC-MAIN,EB42-LS-BD2,2.00,
NC,,NC-MAIN,MA-PT 0.175KVA,2.00,HL2L08
NC,,NC-MAIN,3P 50A,1.00,HL2L08
NC,,NC-MAIN,E42258,1.00,
NC,,NC-MAIN,MA-ORG170,5.00,HL2L08
NC,,NC-MAIN,MA-ORG120,3.00,HL2L08
NC,,NC-MAIN,MA-ORG75,5.00,HL2L08
NC,,NC-MAIN,MA-ORG65,10.00,HL2L08
NC,,NC-MAIN,MA-ORG55,20.00,HL2L08
NC,,NC-MAIN,MA-ORP18,5.00,HL2L08
NC,,NC-MAIN,MA-OS40X68X7,5.00,HL2L08
